                   0 a=    x, b=    x, c=x, sum=    z, carry=z
                 4040                4040 a= 1961, b=10421, c=0, sum=33927, carry=0
                 4050                4050 a= 7823, b=26987, c=0, sum=12382, carry=0
                 4060                4060 a= 1646, b=11715, c=0, sum=33786, carry=0
                 4070                4070 a=25304, b= 5737, c=0, sum=13361, carry=0
                 4080                4080 a=13848, b=27877, c=0, sum=31041, carry=0
                 4090                4090 a=14803, b=17204, c=0, sum=41981, carry=0
                 4100                4100 a= 3076, b=24398, c=0, sum=64775, carry=0
                 4110                4110 a=13142, b= 9295, c=0, sum=27474, carry=0
                 4120                4120 a=20915, b=19088, c=0, sum=22437, carry=0
                 4130                4130 a=13234, b= 7999, c=0, sum=40003, carry=0
                 4140                4140 a=  549, b=12503, c=0, sum=21233, carry=0
                 4150                4150 a= 1029, b=12069, c=0, sum=13308, carry=0
                 4160                4160 a=27800, b=10134, c=0, sum=13098, carry=0
                 4170                4170 a=21740, b=23056, c=0, sum=37934, carry=0
                 4180                4180 a= 8529, b=26604, c=0, sum=44796, carry=0
                 4190                4190 a=18844, b= 2319, c=0, sum=35133, carry=0
                 4200                4200 a=10910, b=13657, c=0, sum=21163, carry=0
                 4210                4210 a=22562, b=28798, c=0, sum=32759, carry=0
                 4220                4220 a=20437, b=10330, c=0, sum=51360, carry=0
                 4230                4230 a=28456, b=15826, c=0, sum=30767, carry=0
                 4240                4240 a= 8890, b=11091, c=0, sum=44282, carry=0
                 4250                4250 a=22042, b=14955, c=0, sum=19469, carry=0
                 4260                4260 a=23179, b=27618, c=0, sum=36997, carry=0
                 4270                4270 a= 5068, b=26001, c=0, sum=50797, carry=0
                 4280                4280 a= 8254, b=29793, c=0, sum=31069, carry=0
                 4290                4290 a= 5403, b= 7039, c=0, sum=38047, carry=0
                 4300                4300 a=21969, b= 3296, c=0, sum=12442, carry=0
                 4310                4310 a=12169, b=  302, c=0, sum=25265, carry=0
                 4320                4320 a= 6788, b= 7713, c=0, sum=12471, carry=0
                 4330                4330 a=29081, b=19719, c=0, sum=14501, carry=0
                 4340                4340 a= 9460, b=19363, c=0, sum=65152, carry=0
                 4350                4350 a=22379, b= 7913, c=0, sum=24727, carry=0
                 4360                4360 a= 2821, b=28599, c=0, sum=30292, carry=0
                 4370                4370 a= 9665, b=11622, c=0, sum=31420, carry=0
                 4380                4380 a=28111, b=15700, c=0, sum=21287, carry=0
                 4390                4390 a=13138, b= 5916, c=0, sum=43811, carry=0
                 4400                4400 a=11659, b= 5412, c=0, sum=19054, carry=0
                 4410                4410 a=19967, b= 8962, c=0, sum=17071, carry=0
                 4420                4420 a= 5443, b= 4410, c=0, sum=28865, carry=0
                 4430                4430 a=  480, b=15038, c=0, sum= 9981, carry=0
                 4440                4440 a= 9508, b=13595, c=0, sum=15518, carry=0
                 4450                4450 a=23954, b= 5346, c=0, sum=23103, carry=0
                 4460                4460 a= 5903, b=21608, c=0, sum=29300, carry=0
                 4470                4470 a= 6927, b=20688, c=0, sum=27511, carry=0
                 4480                4480 a= 6210, b=13517, c=0, sum=27615, carry=0
                 4490                4490 a= 7931, b=12468, c=0, sum=19727, carry=0
                 4500                4500 a= 1476, b= 2969, c=0, sum=20399, carry=0
                 4510                4510 a=11251, b=27948, c=0, sum= 4445, carry=0
                 4520                4520 a= 4293, b=12763, c=0, sum=39199, carry=0
                 4530                4530 a= 2645, b=21343, c=0, sum=17024, carry=0
                 4540                4540 a= 7476, b=24693, c=0, sum=23988, carry=0
                 4550                4550 a=25644, b=22002, c=0, sum=15785, carry=0
                 4560                4560 a= 9063, b=25409, c=0, sum=47646, carry=0
                 4570                4570 a=  820, b= 1073, c=0, sum=34472, carry=0
                 4580                4580 a= 1433, b= 1498, c=0, sum= 1893, carry=0
                 4590                4590 a= 8637, b=18495, c=0, sum= 2931, carry=0
                 4600                4600 a=26661, b=27720, c=0, sum=27132, carry=0
                 4610                4610 a= 5483, b= 8882, c=0, sum=54381, carry=0
                 4620                4620 a=11079, b=10846, c=0, sum=13341, carry=0
                 4630                4630 a= 7752, b=28320, c=0, sum=21925, carry=0
                 4640                4640 a=26714, b=16450, c=0, sum=36072, carry=0
                 4650                4650 a= 9468, b=29594, c=0, sum=43164, carry=0
                 4660                4660 a=20314, b=18734, c=0, sum=39062, carry=0
                 4670                4670 a=14393, b=14363, c=0, sum=39048, carry=0
                 4680                4680 a= 9451, b=26990, c=0, sum=28756, carry=0
                 4690                4690 a=25294, b=25564, c=0, sum=36441, carry=0
                 4700                4700 a=24517, b=23355, c=0, sum=50858, carry=0
                 4710                4710 a=17826, b=19847, c=0, sum=47968, carry=0
                 4720                4720 a=13475, b=15073, c=0, sum=37673, carry=0
                 4730                4730 a= 1534, b=19562, c=0, sum=28548, carry=0
                 4740                4740 a= 3077, b=18685, c=0, sum=21096, carry=0
                 4750                4750 a= 5924, b=23236, c=0, sum=21762, carry=0
                 4760                4760 a=23612, b=16138, c=0, sum=29672, carry=0
                 4770                4770 a=19779, b= 4812, c=0, sum=39750, carry=0
                 4780                4780 a=16179, b=17981, c=0, sum=22543, carry=0
                 4790                4790 a=16956, b=25869, c=0, sum=34160, carry=0
                 4800                4800 a=12572, b=29487, c=0, sum=42825, carry=0
                 4810                4810 a= 8543, b=23112, c=0, sum=42059, carry=0
                 4820                4820 a= 6395, b= 1047, c=0, sum=31655, carry=0
                 4830                4830 a= 8011, b=23059, c=0, sum= 7442, carry=0
                 4840                4840 a=  764, b= 6667, c=0, sum=31070, carry=0
                 4850                4850 a= 8774, b=  473, c=0, sum= 7175, carry=0
                 4860                4860 a= 8250, b=29098, c=0, sum= 9247, carry=0
                 4870                4870 a=23592, b=29654, c=0, sum=37348, carry=0
                 4880                4880 a= 5273, b= 3422, c=0, sum=51390, carry=0
                 4890                4890 a=12653, b=14902, c=0, sum= 8695, carry=0
                 4900                4900 a=19318, b= 3237, c=0, sum=27555, carry=0
                 4910                4910 a=23807, b=24021, c=0, sum=22555, carry=0
                 4920                4920 a= 6475, b= 8332, c=0, sum=47828, carry=0
                 4930                4930 a=20063, b=20937, c=0, sum=14807, carry=0
                 4940                4940 a= 5769, b=12580, c=0, sum=38952, carry=0
                 4950                4950 a=21242, b= 7021, c=0, sum=20397, carry=0
                 4960                4960 a=22495, b=19405, c=0, sum=28263, carry=0
                 4970                4970 a=  768, b= 5491, c=0, sum=41900, carry=0
                 4980                4980 a=25025, b=29572, c=0, sum= 6259, carry=0
                 4990                4990 a= 8656, b= 2377, c=0, sum=54597, carry=0
                 5000                5000 a=25830, b=27082, c=0, sum=11033, carry=0
                 5010                5010 a=17375, b=11785, c=0, sum=52912, carry=0
                 5020                5020 a=29844, b=24128, c=0, sum=29160, carry=0
                 5030                5030 a=12473, b=15264, c=0, sum=53972, carry=0
                 5040                5040 a=12190, b=26700, c=0, sum=27737, carry=0
                 5050                5050 a=28249, b=17863, c=0, sum=37866, carry=0
                 5060                5060 a=16241, b=23309, c=0, sum=46080, carry=0
                 5070                5070 a=19713, b=22435, c=0, sum=39614, carry=0
                 5080                5080 a=11962, b=10527, c=0, sum=42148, carry=0
                 5090                5090 a=27646, b= 3191, c=0, sum=22489, carry=0
                 5100                5100 a=13062, b= 7773, c=0, sum=28789, carry=0
                 5110                5110 a=10028, b=18655, c=0, sum=20835, carry=0
                 5120                5120 a=18612, b= 8011, c=0, sum=27659, carry=0
                 5130                5130 a=20834, b=22777, c=0, sum=26751, carry=0
                 5140                5140 a=16254, b=17053, c=0, sum=43611, carry=0
                 5150                5150 a=10214, b= 4618, c=0, sum=16411, carry=0
                 5160                5160 a=19424, b=25879, c=0, sum=15344, carry=0
                 5170                5170 a=29392, b= 8184, c=0, sum=45559, carry=0
                 5180                5180 a= 4157, b=21505, c=0, sum=37576, carry=0
                 5190                5190 a= 5483, b=10431, c=0, sum=25662, carry=0
                 5200                5200 a=21805, b=13992, c=0, sum=15914, carry=0
                 5210                5210 a=27023, b=29223, c=0, sum=35797, carry=0
                 5220                5220 a= 7974, b=27433, c=0, sum=56246, carry=0
                 5230                5230 a= 1556, b= 9639, c=0, sum=35407, carry=0
                 5240                5240 a=15277, b=24461, c=0, sum=11195, carry=0
                 5250                5250 a=13395, b=  191, c=0, sum=39738, carry=0
                 5260                5260 a=27806, b=11481, c=0, sum=13586, carry=0
                 5270                5270 a=28864, b=26473, c=0, sum=39287, carry=0
                 5280                5280 a= 5361, b=29953, c=0, sum=53289, carry=0
                 5290                5290 a= 8271, b=21822, c=0, sum=35314, carry=0
                 5300                5300 a=14957, b= 9311, c=0, sum=30093, carry=0
                 5310                5310 a= 4147, b= 9625, c=0, sum=24268, carry=0
                 5320                5320 a=28230, b= 8410, c=0, sum=13772, carry=0
                 5330                5330 a= 7276, b=15177, c=0, sum=36640, carry=0
                 5340                5340 a=26883, b= 7194, c=0, sum=22453, carry=0
                 5350                5350 a= 8088, b=21672, c=0, sum=34077, carry=0
